start_time,crypto_code,e_roi,time_cost,roi_30,roi_100,roi_300,roi_1000
1620327787.0,ETC,1.004738449,38.33813715,1.004738449,0.99904199,0.998832195,0.997239869
1620328099.0,NAV,1.005160046,100.574079,0.995137308,0.995137308,0.995249515,0.995766528
1620376578.0,PIVX,1.004303123,37.74336481,1.002294516,1.002294516,0.997254881,0.99796168
1620376936.0,QTUM,1.010798078,356.035974,1.010798078,0.994752846,0.995183102,0.996276602
1620376938.0,SC,1.006406056,0.00040102,1.006406056,1.006406056,1.006406056,1.006373268
1620376940.0,SC,1.006340482,0.000428915,1.006340482,1.006340482,1.006340482,1.006242136
1620376942.0,SC,1.006242136,0.0015192029999999998,1.006242136,1.006242136,1.006242136,1.00619297
1620376944.0,SC,1.006176583,0.002280235,1.006176583,1.006176583,1.00619297,1.006209358
1620376946.0,SC,1.006094653,0.001736879,1.006094653,1.006094653,1.006094653,1.006094653
1620376948.0,SC,1.006094653,0.001713753,1.006094653,1.006111038,1.006111038,1.006176583
1620377028.0,STEEM,1.006724335,77.97252488,1.002363608,1.002363608,1.002363608,1.002363608
1620377031.0,STEEM,1.006385607,0.449866056,1.0025106540000002,1.0025269959999998,1.0025106540000002,1.0025106540000002
1620377038.0,STEEM,1.00606318,5.629648924,0.999252307,0.999252307,0.999252307,0.999284889
1620377049.0,STEEM,1.004570954,8.258373022,1.004570954,0.999219728,0.999219728,0.999187151
1620377084.0,XVG,1.00751424,33.57921505,0.999683818,0.999683818,0.999683818,0.993072579
1620401218.0,DATA,1.012459306,78.95971417,1.012459306,0.978099356,0.98718387,0.984155699
1620401345.0,NANO,1.005039261,124.6034787,1.005039261,0.997601806,0.997928996,0.997977736
1620401465.0,AION,1.004342999,118.0060928,1.002381391,1.002381391,1.003362195,0.992386535
1620401826.0,ICX,1.005778516,358.829433,1.005778516,1.005778516,1.005974383,1.003540873
1620401828.0,REP,1.01428093,0.0007431510000000001,1.01428093,1.01428093,1.01428093,1.01428093
1620401830.0,REP,1.01428093,0.000643015,1.01428093,1.01428093,1.01428093,1.014198559
1620401832.0,DATA,1.0048012240000002,0.000627995,1.0048012240000002,1.004833867,1.0048012240000002,1.004768582
1620401834.0,DATA,1.004768582,0.0007853510000000001,1.004768582,1.004768582,1.004768582,1.004768582
1620401836.0,DATA,1.004768582,0.0006589889999999999,1.004768582,1.004768582,1.004768582,1.004719624
1620401838.0,DATA,1.004719624,0.00198102,1.004719624,1.004719624,1.004719624,1.004719624
1620401840.0,DATA,1.004735943,0.000427961,1.004735943,1.004735943,1.004735943,1.004735943
1620402072.0,BRD,1.004400844,229.4825461,1.004400844,1.004400844,1.004400844,0.999574156
1620402375.0,AION,1.025024003,300.6107299,1.025024003,1.025057172,1.025057172,0.988070806
1620402532.0,AION,1.006941662,155.06346299999996,0.999544415,0.988130893,0.988130893,0.988130893
1620402638.0,WAN,1.004023243,103.7710643,1.004023243,0.991496624,0.991496624,0.991757029
1620402766.0,KNC,1.006641706,126.5325968,1.006641706,1.006641706,1.006066153,0.998042112
1620403041.0,PIVX,1.005302991,272.761416,1.005302991,1.005302991,1.005302991,1.005302991
1620403043.0,PIVX,1.005351561,0.000511885,1.005351561,1.005351561,1.005351561,1.005351561
1620403047.0,BRD,1.004092372,2.472588778,0.997712118,0.997712118,0.997712118,0.997712118
1620403075.0,WAN,1.004306781,25.74567604,0.995116819,0.994560577,0.994282456,0.994560577
1620403092.0,PIVX,1.0207034190000002,14.39958382,0.995346343,0.992895658,0.99730333,0.99730333
1620403464.0,XRP,1.006676139,369.9122529,1.006676139,0.996713421,0.998412583,0.998611224
1620403466.0,NEBL,1.004669983,0.000325203,1.004588777,1.004637499,1.004653741,1.004426403
1620403468.0,NEBL,1.004605017,0.000302076,1.004605017,1.004540059,1.004523821,1.004442638
1620403470.0,NEBL,1.004523821,0.000406027,1.004523821,1.004523821,1.00447511,1.004442638
1620403472.0,NEBL,1.004442638,0.000458956,1.004442638,1.004442638,1.004442638,1.004231624
1620403474.0,NEBL,1.004182941,0.000560284,1.004182941,1.004199168,1.004199168,1.004182941
1620403476.0,NEBL,1.004182941,0.0006790160000000001,1.004182941,1.004182941,1.004182941,1.004280312
1620403478.0,NEBL,1.004296542,0.001046896,1.004296542,1.004296542,1.004296542,1.004296542
1620403480.0,NEBL,1.004329004,0.000453234,1.004329004,1.004329004,1.004329004,1.004410169
1620403482.0,NEBL,1.004426403,0.000582218,1.004410169,1.004426403,1.004426403,1.004491346
1620403628.0,NEBL,1.005189156,143.3030841,0.996662575,0.996678698,0.996662575,0.99675932
1620403793.0,WAN,1.004018481,162.90992780000005,1.004018481,0.994276292,0.994849362,0.995708967
1620403855.0,LINK,1.004511803,60.30152607,1.004511803,1.004511803,1.004008581,0.99879952
1620403857.0,XVG,1.004424607,8.89e-05,1.004424607,1.004424607,1.004424607,1.001677579
1620403956.0,ETC,1.004849594,96.91068292,0.999715122,0.998234794,0.998623039,0.99978959
1620404076.0,NANO,1.005097547,118.2036602,0.998898632,0.998898632,0.998688092,0.998688092
1620404111.0,ETC,1.004206113,32.32567096,1.001057404,1.001148579,1.000678936,0.994991463
1620404121.0,ETC,1.004452521,8.60973382,0.999655439,0.999671608,0.999699692,0.999179484
1620404363.0,QTUM,1.005249798,240.0903902,1.005249798,0.993925788,0.994052033,0.994098374
1620404709.0,XMR,1.0168649790000002,343.7515752,1.0168649790000002,0.996153117,0.991747145,0.995046004
1620404788.0,IOTX,1.004642669,77.08133984,0.993244055,0.993244055,0.993292589,0.993470587
1620404822.0,ZRX,1.005677666,31.67394567,1.005677666,1.005677666,0.996563481,0.995204692
1620405149.0,AION,1.021620703,324.9881418,1.021687177,1.021687177,1.021720417,1.021720417
1620405151.0,MANA,1.005353312,0.000729084,1.005353312,1.005353312,0.997742538,0.998115945
1620405153.0,AION,1.022967743,0.000990152,1.022967743,1.023017675,1.023017675,1.023017675
1620405156.0,BRD,1.00401741,0.925989151,1.00401741,1.00401741,1.004099111,1.004164481
1620405158.0,BRD,1.004001072,0.00035595900000000004,1.004001072,1.004001072,1.00401741,0.998998334
1620405344.0,ELF,1.004525883,184.1329448,0.998782647,0.998782647,0.998782647,0.998668951
1620405392.0,FIRO,1.004248456,45.01733899,0.988343699,0.988283682,0.986975045,0.986720628
1620405469.0,NEBL,1.005960837,75.84480691,1.005960837,0.995041525,0.995964284,0.998870116
1620406231.0,AION,1.005756728,759.3585489,0.985595981,0.986705886,0.986705886,0.995699161
1620406814.0,XMR,1.004272884,581.48877,0.99907542,0.99907542,0.999155056,0.998978022
1620406907.0,VET,1.00612232,90.69753504,1.006138848,0.998830333,1.000261017,0.997531727
1620407437.0,STEEM,1.005846449,527.4097481000001,0.995856798,0.995856798,0.995856798,0.9952663
1620409190.0,ETC,1.00539897,1751.4162829999998,0.996949416,0.996978553,0.996930503,0.996014578
1620410455.0,IOST,1.007046212,1262.586062,0.991817628,0.992312547,0.991817628,0.991817628
1620412481.0,XVG,1.004260648,2023.984829,0.998447272,0.994608935,0.992241225,0.992241225
1620452620.0,ZEN,1.004312764,381.681309,1.004349193,0.998348434,0.998348434,0.998312223
1620456465.0,FIRO,1.005575762,318.913085,1.005575762,1.00575549,1.004520929,0.994052947
1620456467.0,RLC,1.006179231,0.000693083,1.006179231,1.006179231,1.006195699,1.006329306
1620460930.0,QSP,1.004965871,292.0001121,0.996201634,0.996201634,0.996698451,0.996054922
1620461512.0,FIRO,1.004051719,579.4029357000003,1.004051719,1.004051719,0.997898793,0.994238835
1620466135.0,QKC,1.005441214,389.4726479,0.987486907,0.987486907,0.987486907,0.987486907
1620466148.0,PIVX,1.005787424,11.65399098,1.005787424,1.005787424,1.005787424,1.005502939
1620466151.0,PIVX,1.005302224,0.0005929469999999999,1.005302224,1.005302224,1.005302224,1.005469481
1620466153.0,PIVX,1.005452753,0.000582933,1.005452753,1.005452753,1.005452753,1.005452753
1620466155.0,PIVX,1.005185176,0.000603199,1.005151739,1.005151739,1.005151739,1.0052186159999998
1620466239.0,PIVX,1.005971577,82.24886489,1.000809807,0.999949512,0.999949512,0.999949512
1620466822.0,PIVX,1.004955875,581.4561861000002,0.994321269,0.994688727,0.994771293,0.994771293
1620469979.0,EZ,1.007623435,206.5302646,0.996613153,0.996662654,0.994517453,0.998355643
1620469982.0,EZ,1.004506476,1.253757238,0.997645614,0.997645614,0.997855569,0.996011842
1620470005.0,XVG,1.00685896,20.3719449,0.997677875,0.996163948,0.996163948,0.996163948
1620470779.0,EZ,1.010074556,772.067487,0.989328883,0.988350802,0.98864304,0.988968175
