start_time,crypto_code,e_roi,time_cost,ask,ask_q,ask_1,ask_1_q,bid_2,bid_2_q,roi_30,ask_30,ask_q_30,ask_1_30,ask_1_q_30,bid_2_30,bid_2_q_30,roi_100,ask_100,ask_q_100,ask_1_100,ask_1_q_100,bid_2_100,bid_2_q_100,roi_300,ask_300,ask_q_300,ask_1_300,ask_1_q_300,bid_2_300,bid_2_q_300
1622099821.398155,FIO,1.0063789662497684,168.94180297851562,357.32,6.9899,0.000599,199.2,0.2154,10606.88,0.9929512048116848,357.32,4.7866,0.000604,199.2,0.2143,1692.12,1.0016507615675947,357.34,7.0566,0.0006083999999999999,334.4,0.2144,1337.43,0.9917104591660804,357.5,4.8125,0.0006083999999999999,119.1,0.2157,1692.12
1622099959.5256279,BURGER,1.0040352890173267,137.63890409469604,357.33,5.1449,0.0228,1.6,8.18,15.3,1.00406338806829,357.32,0.9171,0.0228,1.6,8.18,15.3,1.0040914886920642,357.31,1.0898,0.0228,1.6,8.18,15.3,1.0040914886920642,357.31,1.0008,0.0228,1.6,8.18,21.4
1622099959.9846568,BURGER,1.0041195908887808,0.0006132125854492188,357.3,2.657,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,2.657,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,2.657,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,2.657,0.0228,1.6,8.18,21.4
1622099960.46616,BURGER,1.0041195908887808,0.00043702125549316406,357.3,2.657,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,2.657,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,2.657,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,2.657,0.0228,1.6,8.18,21.4
1622099960.9090538,BURGER,1.0040914886920642,0.0010118484497070312,357.31,0.0008,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,3.0,0.0228,1.6,8.18,21.4,1.0041195908887808,357.3,3.0,0.0228,1.6,8.18,21.4,1.0041476946585726,357.29,3.0,0.0228,1.6,8.18,21.4
1622099961.359796,BURGER,1.0041476946585726,0.0007457733154296875,357.29,3.0,0.0228,1.6,8.18,21.4,1.0041476946585726,357.29,3.0,0.0228,1.6,8.18,21.4,1.0041476946585726,357.29,3.0,0.0228,1.6,8.18,21.4,1.0042601254711303,357.25,2.2648,0.0228,1.6,8.18,21.4
1622099961.7984462,BURGER,1.0043444651043092,0.0013802051544189453,357.22,0.53,0.0228,1.6,8.18,21.4,1.0043444651043092,357.22,1.6,0.0228,1.6,8.18,21.4,1.0043444651043092,357.22,1.6,0.0228,1.6,8.18,21.4,1.0044006993968684,357.2,6.0,0.0228,1.6,8.18,21.4
1622099962.245461,BURGER,1.0044288189046766,0.0006461143493652344,357.19,2.1208,0.0228,1.6,8.18,21.4,1.0044288189046766,357.19,2.1208,0.0228,1.6,8.18,21.4,1.0044569399870134,357.18,5.867000000000001,0.0228,1.6,8.18,21.4,1.0044288189046766,357.19,2.4847,0.0228,1.6,8.18,21.4
1622099962.706631,BURGER,1.0044288189046766,0.0013031959533691404,357.19,1.8277,0.0228,1.6,8.18,21.4,1.0044288189046766,357.19,1.8277,0.0228,1.6,8.18,15.3,1.0044006993968684,357.2,1.9745,0.0228,1.6,8.18,21.4,1.0030605008770948,357.24,56.7421,0.0228,1.6,8.17,11.7
1622100728.893441,OGN,1.004979962186119,765.7233538627625,361.48,0.0002,0.003573,5243.0,1.298,29434.49,1.0007785409395216,361.48,3.0002,0.003588,14.7,1.298,24329.65,1.0052122379863162,361.48,0.0002,0.00361,2959.6,1.2983,595.96,0.9965402696520728,361.5,62.4771,0.00361,141.1,1.3005,2156.7
