start_time,crypto_code,e_roi,time_cost,ask,ask_q,ask_1,ask_1_q,bid_2,bid_2_q,roi_30,ask_30,ask_q_30,ask_1_30,ask_1_q_30,bid_2_30,bid_2_q_30,roi_100,ask_100,ask_q_100,ask_1_100,ask_1_q_100,bid_2_100,bid_2_q_100,roi_300,ask_300,ask_q_300,ask_1_300,ask_1_q_300,bid_2_300,bid_2_q_300
1626941722.930348,CHR,1.004084417234755,542.8595345020294,296.42,0.7083,0.0010214,8224.0,0.304,901445.5,0.9997384540567006,296.48,17.0,0.0010257,99.0,0.30402,3400.0,1.003813500697221,296.5,16.0828,0.0010258,2000.0,0.304,815328.2,0.9998339256115996,296.49,3.2644,0.0010255,3043.0,0.304,698693.7
1626941905.3991487,COS,1.0055036724404085,181.64068818092343,296.22,0.2722,3.861e-05,40469.0,0.0115,217011.2,0.992304724692403,296.2,1.235,3.882e-05,3858.0,0.01141,169393.3,0.9986437159102428,296.18,1.1475,3.882e-05,3858.0,0.01142,144300.0,0.9935267868531538,296.11,2.3629,3.892e-05,1707.0,0.01145,62182.9
1626941972.977234,COS,1.0042601305479095,66.90622997283936,296.14,0.547,3.887e-05,19651.0,0.01156,171728.6,0.9972003707513274,296.15,14.2815,3.911e-05,14677.0,0.01155,170000.0,1.0033575122223932,296.15,14.2815,3.911e-05,14677.0,0.01155,170000.0,0.9980974501252172,296.14,0.8942,3.911e-05,14677.0,0.01156,601769.6
1626941974.8991494,COS,1.01320946531803,1.4062657356262207,296.19,1.382,3.902e-05,11115.0,0.01171,1705.0,0.9914679291188092,296.2,0.475,3.967e-05,115124.0,0.01165,40469.5,1.0079839248627152,296.2,0.475,3.967e-05,115124.0,0.01165,50469.5,0.9986633157030146,296.26,18.0,3.941e-05,122278.0,0.01166,170000.0
1626942334.352208,ERN,1.004261054756297,358.87459111213684,296.4,0.7815,0.02439,0.6,7.26,3.5,1.004261054756297,296.4,0.0002,0.02439,0.6,7.26,3.5,1.004261054756297,296.4,0.0002,0.02439,0.6,7.26,3.5,1.0040239370923407,296.47,0.2328,0.02439,0.6,7.26,3.5
1626942334.8834455,ERN,1.0040578041886472,0.0,296.46,0.2624,0.02439,0.6,7.26,3.5,1.0040239370923407,296.47,0.9936,0.02439,0.6,7.26,3.5,1.0040239370923407,296.47,0.9936,0.02439,0.6,7.26,3.5,1.0040239370923407,296.47,0.9936,0.02439,0.6,7.26,3.5
1626942335.3992205,ERN,1.0041622324004802,0.0,296.47,0.9936,0.02439,0.6,7.261,2.2,1.0041622324004802,296.47,0.9936,0.02439,0.6,7.261,2.2,1.0041622324004802,296.47,13.9936,0.02439,0.6,7.261,2.2,1.0042638545397735,296.44,0.9936,0.02439,0.6,7.261,2.2
1626942335.9772403,ERN,1.0043316140603549,0.0,296.42,0.9936,0.02439,0.6,7.261,22.8,1.0043316140603549,296.42,0.9936,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6408,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6408,0.02439,0.6,7.261,25.7
1626942336.4934642,ERN,1.0043316140603549,0.0,296.42,0.6408,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6408,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6408,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6408,0.02439,0.6,7.261,25.7
1626942337.0085564,ERN,1.0043316140603549,0.0,296.42,0.6071,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6071,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.6071,0.02439,0.6,7.261,25.7,1.0043316140603549,296.42,0.0939,0.02439,0.6,7.261,25.7
