start_time,crypto_code,e_roi,time_cost,ask,ask_q,ask_1,ask_1_q,bid_2,bid_2_q,roi_30,ask_30,ask_q_30,ask_1_30,ask_1_q_30,bid_2_30,bid_2_q_30,roi_100,ask_100,ask_q_100,ask_1_100,ask_1_q_100,bid_2_100,bid_2_q_100,roi_300,ask_300,ask_q_300,ask_1_300,ask_1_q_300,bid_2_300,bid_2_q_300
1627057672.6021693,COCOS,1.0040129785941767,4311.999170064926,282.94,22.5294,0.001909,1.7,0.5423,573.38,1.0040129785941767,282.94,38.4235,0.001909,1.7,0.5423,573.38,1.0040839536386128,282.92,13.0,0.001909,1.7,0.5423,573.38,1.004261435159035,282.87,25.772,0.001909,1.7,0.5423,668.23
1627057673.3209438,COCOS,1.0044034655568232,0.0,282.83,13.0,0.001909,1.7,0.5423,668.23,1.0044389794336903,282.82,1.5624,0.001909,1.7,0.5423,668.23,1.0044744958220584,282.81,19.7001,0.001909,1.7,0.5423,668.23,1.0038910639861942,282.87,22.8679,0.001909,1.7,0.5421,186.74
1627062778.211569,KAVA,1.005033239414899,5104.343745470047,283.43,8.8017,0.01499,282.4,4.27,111422.63,0.9957335266906372,283.43,8.8017,0.01513,282.4,4.27,84343.96,1.005033239414899,283.43,8.8017,0.01513,197.9,4.27,64655.39,0.9957335266906372,283.43,8.8017,0.01513,197.9,4.27,62586.21
1627063988.6803093,COCOS,1.0054284339998625,1209.9532186985016,283.5,6.4147,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,18.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,6.2951,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,6.2951,0.001925,18.5,0.5487,19030.48
1627063989.1802895,COCOS,1.0054284339998625,0.0,283.5,19.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,19.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,19.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,19.2631,0.001925,18.5,0.5487,19030.48
1627063989.6646955,COCOS,1.0054284339998625,0.0,283.5,19.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,19.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,19.2631,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,4.2281,0.001925,18.5,0.5487,19030.48
1627063990.1490974,COCOS,1.0054284339998625,0.0,283.5,4.2281,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,4.2281,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,4.2281,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,4.2281,0.001925,18.5,0.5487,19030.48
1627063990.6178308,COCOS,1.0054284339998625,0.0,283.5,4.2281,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,4.2281,0.001925,18.5,0.5487,19030.48,1.0054284339998625,283.5,4.2281,0.001925,18.5,0.5487,19008.65,1.0054284339998625,283.5,13.8619,0.001925,18.5,0.5487,19008.65
1627063991.0865884,COCOS,1.0054284339998625,0.0,283.5,13.8619,0.001925,18.5,0.5487,19008.65,1.0053220507140728,283.53,1.1492,0.001925,18.5,0.5487,19008.65,1.0052865946214324,283.54,1.1492,0.001925,18.5,0.5487,19008.65,1.0053220507140728,283.53,1.6967,0.001925,18.5,0.5487,19008.65
1627063991.5885,COCOS,1.005357509307848,0.0,283.52,13.0,0.001925,18.5,0.5487,19008.65,1.005357509307848,283.52,14.1219,0.001925,18.5,0.5487,19008.65,1.005392970403023,283.51,0.7002,0.001925,18.5,0.5487,19008.65,1.005392970403023,283.51,0.7002,0.001925,18.5,0.5487,19008.65
1627063992.055324,COCOS,1.0054284339998625,0.0,283.5,13.8677,0.001925,18.5,0.5487,19008.65,1.0054284339998625,283.5,13.8677,0.001925,18.5,0.5487,19008.65,1.0054284339998625,283.5,13.8677,0.001925,18.5,0.5487,19008.65,1.0054639000986312,283.49,4.2321,0.001925,18.5,0.5487,19008.65
